FrameID,Type,Chi2,Timestamp
87,indirect,0.00234423,1.34185e+09
88,indirect,0.00200909,1.34185e+09
89,indirect,0.00186712,1.34185e+09
90,indirect,0.00171162,1.34185e+09
91,indirect,0.00172608,1.34185e+09
92,indirect,0.00109951,1.34185e+09
93,indirect,0.00126589,1.34185e+09
94,direct,0.00197432,1.34185e+09
95,direct,0.0024603,1.34185e+09
94,indirect,0.0019273,1.34185e+09
95,indirect,0.00110202,1.34185e+09
96,indirect,0.00097593,1.34185e+09
97,indirect,0.00124389,1.34185e+09
98,indirect,0.000755559,1.34185e+09
99,direct,0.00162213,1.34185e+09
99,indirect,0.0024349,1.34185e+09
100,indirect,0.00113604,1.34185e+09
101,indirect,0.00105032,1.34185e+09
102,indirect,0.00191351,1.34185e+09
103,indirect,0.00109284,1.34185e+09
104,indirect,0.00134657,1.34185e+09
105,indirect,0.00138154,1.34185e+09
106,indirect,0.00165459,1.34185e+09
107,indirect,0.00198996,1.34185e+09
108,indirect,0.00120166,1.34185e+09
109,direct,0.00105758,1.34185e+09
109,indirect,0.00186861,1.34185e+09
110,indirect,0.00141763,1.34185e+09
111,indirect,0.00180827,1.34185e+09
112,direct,0.00162969,1.34185e+09
112,indirect,0.00210661,1.34185e+09
113,indirect,0.00101756,1.34185e+09
114,direct,0.00130654,1.34185e+09
114,indirect,0.00155921,1.34185e+09
115,indirect,0.00112824,1.34185e+09
116,indirect,0.00132143,1.34185e+09
117,indirect,0.00145366,1.34185e+09
118,indirect,0.0016988,1.34185e+09
119,indirect,0.00165064,1.34185e+09
120,indirect,0.00120404,1.34185e+09
121,indirect,0.00152676,1.34185e+09
122,indirect,0.00131035,1.34185e+09
123,indirect,0.00198597,1.34185e+09
124,indirect,0.000867239,1.34185e+09
125,indirect,0.00205638,1.34185e+09
126,indirect,0.000816903,1.34185e+09
127,indirect,0.000862648,1.34185e+09
128,indirect,0.00184961,1.34185e+09
129,indirect,0.00159106,1.34185e+09
130,indirect,0.00228007,1.34185e+09
131,indirect,0.0025116,1.34185e+09
132,indirect,0.0017089,1.34185e+09
133,direct,0.00176218,1.34185e+09
134,direct,0.00167083,1.34185e+09
133,indirect,0.00206085,1.34185e+09
134,indirect,0.00110757,1.34185e+09
135,direct,0.00112138,1.34185e+09
135,indirect,0.00123372,1.34185e+09
136,indirect,0.000913656,1.34185e+09
137,indirect,0.0012035,1.34185e+09
138,indirect,0.00114191,1.34185e+09
139,indirect,0.00164565,1.34185e+09
140,indirect,0.00149101,1.34185e+09
141,indirect,0.00122922,1.34185e+09
142,indirect,0.00197767,1.34185e+09
143,indirect,0.00108085,1.34185e+09
144,indirect,0.00150711,1.34185e+09
145,indirect,0.00107891,1.34185e+09
146,indirect,0.0020373,1.34185e+09
147,direct,0.00215002,1.34185e+09
147,indirect,0.00185327,1.34185e+09
148,indirect,0.00131572,1.34185e+09
149,indirect,0.00165785,1.34185e+09
150,direct,0.00153212,1.34185e+09
151,direct,0.00161409,1.34185e+09
150,indirect,0.00156376,1.34185e+09
151,indirect,0.00170327,1.34185e+09
152,indirect,0.00136778,1.34185e+09
153,indirect,0.00155838,1.34185e+09
154,indirect,0.00239543,1.34185e+09
155,indirect,0.00150534,1.34185e+09
156,indirect,0.0012994,1.34185e+09
157,indirect,0.000919947,1.34185e+09
158,direct,0.00112505,1.34185e+09
158,indirect,0.0011038,1.34185e+09
159,indirect,0.00111549,1.34185e+09
160,indirect,0.00103652,1.34185e+09
161,direct,0.00116644,1.34185e+09
161,indirect,0.00156462,1.34185e+09
162,direct,0.00131423,1.34185e+09
162,indirect,0.00119012,1.34185e+09
163,direct,0.00105986,1.34185e+09
163,indirect,0.00256271,1.34185e+09
164,direct,0.00156337,1.34185e+09
165,direct,0.00157153,1.34185e+09
166,direct,0.00257772,1.34185e+09
167,direct,0.00280723,1.34185e+09
168,direct,0.00226462,1.34185e+09
169,direct,0.00325226,1.34185e+09
170,direct,0.00308455,1.34185e+09
171,direct,0.00306006,1.34185e+09
172,direct,0.00304157,1.34185e+09
164,indirect,0.00320669,1.34185e+09
165,direct,0.00221381,1.34185e+09
166,direct,0.00219416,1.34185e+09
167,direct,0.00235823,1.34185e+09
168,direct,0.0021926,1.34185e+09
169,direct,0.00233497,1.34185e+09
170,direct,0.00152499,1.34185e+09
165,indirect,0.00241484,1.34185e+09
166,direct,0.00277865,1.34185e+09
167,direct,0.00311669,1.34185e+09
168,direct,0.00158335,1.34185e+09
166,indirect,0.00120789,1.34185e+09
167,direct,0.00217191,1.34185e+09
168,direct,0.00152926,1.34185e+09
169,direct,0.00138948,1.34185e+09
167,indirect,0.00144655,1.34185e+09
168,direct,0.00234379,1.34185e+09
169,direct,0.00283524,1.34185e+09
170,direct,0.00343272,1.34185e+09
171,direct,0.00332434,1.34185e+09
168,indirect,0.00260083,1.34185e+09
169,direct,0.00245857,1.34185e+09
170,direct,0.0025276,1.34185e+09
171,direct,0.00196606,1.34185e+09
172,direct,0.00207483,1.34185e+09
169,indirect,0.00262312,1.34185e+09
170,direct,0.000926104,1.34185e+09
171,direct,0.0022691,1.34185e+09
170,indirect,0.00119362,1.34185e+09
171,direct,0.00228749,1.34185e+09
171,indirect,0.00248642,1.34185e+09
172,direct,0.00160148,1.34185e+09
172,indirect,0.00197321,1.34185e+09
173,direct,0.00234902,1.34185e+09
174,direct,0.00315264,1.34185e+09
173,indirect,0.00172462,1.34185e+09
174,indirect,0.00128986,1.34185e+09
175,direct,0.00224278,1.34185e+09
175,indirect,0.00192266,1.34185e+09
176,indirect,0.00198303,1.34185e+09
177,indirect,0.00169364,1.34185e+09
178,indirect,0.00125769,1.34185e+09
179,direct,0.0031518,1.34185e+09
180,direct,0.00244987,1.34185e+09
181,direct,0.00253565,1.34185e+09
179,indirect,0.00201906,1.34185e+09
180,direct,0.00124306,1.34185e+09
181,direct,0.00228287,1.34185e+09
180,indirect,0.00111905,1.34185e+09
181,indirect,0.00156349,1.34185e+09
182,indirect,0.000982545,1.34185e+09
183,direct,0.00240157,1.34185e+09
184,direct,0.00271435,1.34185e+09
185,direct,0.00283762,1.34185e+09
186,direct,0.0032267,1.34185e+09
187,direct,0.00303684,1.34185e+09
188,direct,0.00297732,1.34185e+09
189,direct,0.00318646,1.34185e+09
190,direct,0.00312806,1.34185e+09
191,direct,0.00329056,1.34185e+09
183,indirect,0.00421435,1.34185e+09
184,direct,0.0042804,1.34185e+09
185,direct,0.00449422,1.34185e+09
186,direct,0.00431624,1.34185e+09
187,direct,0.00375607,1.34185e+09
188,direct,0.00413098,1.34185e+09
189,direct,0.00414078,1.34185e+09
190,direct,0.00413495,1.34185e+09
191,direct,0.0044662,1.34185e+09
192,direct,0.00436696,1.34185e+09
184,indirect,0.00477575,1.34185e+09
185,direct,0.00321802,1.34185e+09
186,direct,0.00308276,1.34185e+09
187,direct,0.00318275,1.34185e+09
188,direct,0.00266895,1.34185e+09
189,direct,0.00300574,1.34185e+09
190,direct,0.00351932,1.34185e+09
191,direct,0.00353737,1.34185e+09
192,direct,0.00390712,1.34185e+09
193,direct,0.0031528,1.34185e+09
185,indirect,0.00353808,1.34185e+09
186,direct,0.00311721,1.34185e+09
187,direct,0.00299193,1.34185e+09
188,direct,0.00299748,1.34185e+09
189,direct,0.00329094,1.34185e+09
190,direct,0.00353171,1.34185e+09
191,direct,0.00403593,1.34185e+09
192,direct,0.0035667,1.34185e+09
193,direct,0.00341281,1.34185e+09
194,direct,0.00334969,1.34185e+09
186,indirect,0.00353756,1.34185e+09
187,direct,0.00369997,1.34185e+09
188,direct,0.00382562,1.34185e+09
189,direct,0.00404871,1.34185e+09
190,direct,0.00377741,1.34185e+09
191,direct,0.00380762,1.34185e+09
192,direct,0.00412118,1.34185e+09
193,direct,0.00403026,1.34185e+09
187,indirect,0.0046794,1.34185e+09
188,direct,0.00263652,1.34185e+09
189,direct,0.00271235,1.34185e+09
190,direct,0.00307993,1.34185e+09
191,direct,0.00276088,1.34185e+09
192,direct,0.00306409,1.34185e+09
193,direct,0.00277023,1.34185e+09
194,direct,0.00293984,1.34185e+09
195,direct,0.0029345,1.34185e+09
196,direct,0.00314811,1.34185e+09
188,indirect,0.00323277,1.34185e+09
189,direct,0.00319461,1.34185e+09
190,direct,0.0027949,1.34185e+09
191,direct,0.00299846,1.34185e+09
192,direct,0.00285762,1.34185e+09
193,direct,0.00322902,1.34185e+09
194,direct,0.00322522,1.34185e+09
195,direct,0.00298988,1.34185e+09
196,direct,0.00335172,1.34185e+09
197,direct,0.00359771,1.34185e+09
189,indirect,0.00336678,1.34185e+09
190,direct,0.00402809,1.34185e+09
191,direct,0.00395812,1.34185e+09
192,direct,0.00428246,1.34185e+09
193,direct,0.00432949,1.34185e+09
194,direct,0.0041242,1.34185e+09
195,direct,0.00446253,1.34185e+09
196,direct,0.00446976,1.34185e+09
190,indirect,0.00504413,1.34185e+09
191,direct,0.00245664,1.34185e+09
192,direct,0.0025014,1.34185e+09
193,direct,0.0032362,1.34185e+09
194,direct,0.00333093,1.34185e+09
195,direct,0.00321887,1.34185e+09
196,direct,0.00391772,1.34185e+09
197,direct,0.00339944,1.34185e+09
198,direct,0.0037247,1.34185e+09
199,direct,0.00340903,1.34185e+09
191,indirect,0.00350764,1.34185e+09
192,direct,0.00315589,1.34185e+09
193,direct,0.00286458,1.34185e+09
194,direct,0.00315199,1.34185e+09
195,direct,0.0036598,1.34185e+09
196,direct,0.00303751,1.34185e+09
197,direct,0.00342531,1.34185e+09
198,direct,0.00364542,1.34185e+09
199,direct,0.00341944,1.34185e+09
200,direct,0.00358153,1.34185e+09
192,indirect,0.00396014,1.34185e+09
193,direct,0.00412797,1.34185e+09
194,direct,0.00405683,1.34185e+09
195,direct,0.00392286,1.34185e+09
193,indirect,0.00450394,1.34185e+09
194,direct,0.00231693,1.34185e+09
195,direct,0.00307191,1.34185e+09
196,direct,0.00345137,1.34185e+09
197,direct,0.00342704,1.34185e+09
198,direct,0.00315384,1.34185e+09
194,indirect,0.00452513,1.34185e+09
195,direct,0.00248984,1.34185e+09
196,direct,0.00293141,1.34185e+09
197,direct,0.00282159,1.34185e+09
198,direct,0.00361422,1.34185e+09
199,direct,0.003529,1.34185e+09
195,indirect,0.00456452,1.34185e+09
196,direct,0.00338826,1.34185e+09
197,direct,0.00419031,1.34185e+09
198,direct,0.00351049,1.34185e+09
199,direct,0.00360045,1.34185e+09
200,direct,0.00405893,1.34185e+09
196,indirect,0.00453564,1.34185e+09
197,direct,0.00313872,1.34185e+09
198,direct,0.00329785,1.34185e+09
199,direct,0.00396801,1.34185e+09
197,indirect,0.00483746,1.34185e+09
198,direct,0.00285001,1.34185e+09
199,direct,0.00367188,1.34185e+09
200,direct,0.00439849,1.34185e+09
201,direct,0.00370274,1.34185e+09
202,direct,0.00400949,1.34185e+09
203,direct,0.00378584,1.34185e+09
204,direct,0.00335168,1.34185e+09
205,direct,0.00381152,1.34185e+09
206,direct,0.0034697,1.34185e+09
198,indirect,0.00380121,1.34185e+09
199,direct,0.00376651,1.34185e+09
200,direct,0.00394251,1.34185e+09
201,direct,0.00394557,1.34185e+09
202,direct,0.00386607,1.34185e+09
199,indirect,0.00453236,1.34185e+09
200,direct,0.00276654,1.34185e+09
201,direct,0.00250487,1.34185e+09
202,direct,0.00268407,1.34185e+09
203,direct,0.00298839,1.34185e+09
204,direct,0.00327355,1.34185e+09
205,direct,0.00366569,1.34185e+09
206,direct,0.00365256,1.34185e+09
207,direct,0.00373592,1.34185e+09
208,direct,0.00280846,1.34185e+09
200,indirect,0.00339266,1.34185e+09
201,direct,0.00378658,1.34185e+09
202,direct,0.00357716,1.34185e+09
203,direct,0.00363701,1.34185e+09
204,direct,0.00348735,1.34185e+09
205,direct,0.00439018,1.34185e+09
206,direct,0.00423548,1.34185e+09
207,direct,0.00439285,1.34185e+09
201,indirect,0.00457513,1.34185e+09
202,direct,0.00224004,1.34185e+09
203,direct,0.00261689,1.34185e+09
204,direct,0.00331701,1.34185e+09
205,direct,0.00379194,1.34185e+09
206,direct,0.00418561,1.34185e+09
202,indirect,0.00493054,1.34185e+09
203,direct,0.00211946,1.34185e+09
204,direct,0.0029464,1.34185e+09
205,direct,0.0027725,1.34185e+09
206,direct,0.00295526,1.34185e+09
207,direct,0.00338612,1.34185e+09
208,direct,0.00414648,1.34185e+09
209,direct,0.00402526,1.34185e+09
210,direct,0.00389871,1.34185e+09
211,direct,0.00441942,1.34185e+09
203,indirect,0.00458,1.34185e+09
204,direct,0.00228577,1.34185e+09
205,direct,0.00254477,1.34185e+09
206,direct,0.00300754,1.34185e+09
207,direct,0.00324858,1.34185e+09
208,direct,0.00378218,1.34185e+09
209,direct,0.00353749,1.34185e+09
210,direct,0.00401871,1.34185e+09
211,direct,0.00401589,1.34185e+09
212,direct,0.0041785,1.34185e+09
204,indirect,0.00438575,1.34185e+09
205,direct,0.0043779,1.34185e+09
206,direct,0.0041111,1.34185e+09
207,direct,0.00439232,1.34185e+09
205,indirect,0.00477648,1.34185e+09
206,direct,0.00303774,1.34185e+09
207,direct,0.00327796,1.34185e+09
208,direct,0.00308634,1.34185e+09
209,direct,0.00308447,1.34185e+09
210,direct,0.00266904,1.34185e+09
211,direct,0.00365959,1.34185e+09
212,direct,0.00397754,1.34185e+09
213,direct,0.00378808,1.34185e+09
214,direct,0.00422499,1.34185e+09
206,indirect,0.0044307,1.34185e+09
207,direct,0.0038422,1.34185e+09
208,direct,0.00358639,1.34185e+09
207,indirect,0.00466744,1.34185e+09
208,direct,0.00289365,1.34185e+09
209,direct,0.00300199,1.34185e+09
210,direct,0.00343157,1.34185e+09
211,direct,0.00400304,1.34185e+09
212,direct,0.00425075,1.34185e+09
213,direct,0.00417398,1.34185e+09
208,indirect,0.00450217,1.34185e+09
209,direct,0.00300171,1.34185e+09
210,direct,0.00309268,1.34185e+09
211,direct,0.00329135,1.34185e+09
212,direct,0.00403518,1.34185e+09
213,direct,0.00429567,1.34185e+09
209,indirect,0.00461792,1.34185e+09
210,direct,0.00342111,1.34185e+09
211,direct,0.00407238,1.34185e+09
212,direct,0.00448716,1.34185e+09
210,indirect,0.00472296,1.34185e+09
211,direct,0.00339859,1.34185e+09
212,direct,0.00442791,1.34185e+09
211,indirect,0.00528121,1.34185e+09
212,direct,0.00345431,1.34185e+09
212,indirect,0.00450302,1.34185e+09
213,direct,0.00399212,1.34185e+09
213,indirect,0.00456808,1.34185e+09
214,direct,0.00300349,1.34185e+09
215,direct,0.00365123,1.34185e+09
216,direct,0.00401106,1.34185e+09
214,indirect,0.00457422,1.34185e+09
215,direct,0.00275921,1.34185e+09
216,direct,0.00298698,1.34185e+09
217,direct,0.0032359,1.34185e+09
215,indirect,0.00499162,1.34185e+09
216,direct,0.00366676,1.34185e+09
217,direct,0.00343535,1.34185e+09
218,direct,0.00369384,1.34185e+09
216,indirect,0.0049657,1.34185e+09
217,direct,0.00334356,1.34185e+09
218,direct,0.0043078,1.34185e+09
217,indirect,0.00482205,1.34185e+09
218,direct,0.0026341,1.34185e+09
218,indirect,0.00483514,1.34185e+09
219,direct,0.0030379,1.34185e+09
220,direct,0.00326447,1.34185e+09
221,direct,0.00344055,1.34185e+09
222,direct,0.0032023,1.34185e+09
223,direct,0.0040728,1.34185e+09
219,indirect,0.00474272,1.34185e+09
220,direct,0.00327147,1.34185e+09
221,direct,0.00330556,1.34185e+09
220,indirect,0.00463566,1.34185e+09
221,direct,0.00339381,1.34185e+09
221,indirect,0.00465758,1.34185e+09
222,direct,0.00422205,1.34185e+09
222,indirect,0.00462098,1.34185e+09
223,direct,0.00289628,1.34185e+09
224,direct,0.00345846,1.34185e+09
225,direct,0.00443766,1.34185e+09
223,indirect,0.00451135,1.34185e+09
224,direct,0.00288336,1.34185e+09
225,direct,0.00325513,1.34185e+09
226,direct,0.00352726,1.34185e+09
227,direct,0.00327702,1.34185e+09
228,direct,0.00351653,1.34185e+09
229,direct,0.00401486,1.34185e+09
230,direct,0.00432072,1.34185e+09
231,direct,0.00423492,1.34185e+09
224,indirect,0.00490549,1.34185e+09
225,direct,0.00352242,1.34185e+09
226,direct,0.00359047,1.34185e+09
225,indirect,0.00484205,1.34185e+09
226,indirect,0.00474878,1.34185e+09
227,direct,0.00381792,1.34185e+09
228,direct,0.00447385,1.34185e+09
229,direct,0.00440802,1.34185e+09
227,indirect,0.00498432,1.34185e+09
228,direct,0.00294108,1.34185e+09
229,direct,0.00442671,1.34185e+09
230,direct,0.00433436,1.34185e+09
228,indirect,0.0046661,1.34185e+09
229,direct,0.00305038,1.34185e+09
230,direct,0.00263672,1.34185e+09
231,direct,0.00270466,1.34185e+09
232,direct,0.00341978,1.34185e+09
233,direct,0.00342325,1.34185e+09
234,direct,0.0033154,1.34185e+09
235,direct,0.00364934,1.34185e+09
236,direct,0.00396254,1.34185e+09
237,direct,0.00385485,1.34185e+09
229,indirect,0.00443718,1.34185e+09
230,indirect,0.00550527,1.34185e+09
231,direct,0.00323963,1.34185e+09
232,direct,0.00401739,1.34185e+09
233,direct,0.00383393,1.34185e+09
231,indirect,0.00459075,1.34185e+09
232,direct,0.00274394,1.34185e+09
233,direct,0.00308676,1.34185e+09
234,direct,0.00314054,1.34185e+09
235,direct,0.00347491,1.34185e+09
236,direct,0.00354576,1.34185e+09
237,direct,0.00362933,1.34185e+09
238,direct,0.00403663,1.34185e+09
239,direct,0.00414747,1.34185e+09
240,direct,0.00391733,1.34185e+09
232,indirect,0.00402371,1.34185e+09
233,direct,0.00436481,1.34185e+09
233,indirect,0.00480809,1.34185e+09
234,direct,0.00315761,1.34185e+09
235,direct,0.00420784,1.34185e+09
236,direct,0.00428083,1.34185e+09
237,direct,0.00430862,1.34185e+09
234,indirect,0.00501682,1.34185e+09
235,direct,0.00427668,1.34185e+09
235,indirect,0.00457418,1.34185e+09
236,direct,0.00408983,1.34185e+09
236,indirect,0.00479177,1.34185e+09
237,direct,0.00397779,1.34185e+09
238,direct,0.00398829,1.34185e+09
239,direct,0.00419045,1.34185e+09
237,indirect,0.00451804,1.34185e+09
238,direct,0.00415911,1.34185e+09
238,indirect,0.00472509,1.34185e+09
239,direct,0.00334082,1.34185e+09
240,direct,0.0041523,1.34185e+09
241,direct,0.00393884,1.34185e+09
242,direct,0.00436384,1.34185e+09
243,direct,0.00435817,1.34185e+09
239,indirect,0.00481466,1.34185e+09
240,direct,0.00253826,1.34185e+09
241,direct,0.00348606,1.34185e+09
242,direct,0.0034729,1.34185e+09
243,direct,0.00418608,1.34185e+09
244,direct,0.0042289,1.34185e+09
245,direct,0.00434147,1.34185e+09
246,direct,0.00448888,1.34185e+09
247,direct,0.0042568,1.34185e+09
240,indirect,0.00507556,1.34185e+09
241,direct,0.0027504,1.34185e+09
242,direct,0.00350325,1.34185e+09
243,direct,0.00384585,1.34185e+09
244,direct,0.00375898,1.34185e+09
245,direct,0.00417185,1.34185e+09
246,direct,0.00414956,1.34185e+09
241,indirect,0.00453601,1.34185e+09
242,direct,0.00333948,1.34185e+09
243,direct,0.00297634,1.34185e+09
244,direct,0.00293903,1.34185e+09
245,direct,0.00383604,1.34185e+09
246,direct,0.00316858,1.34185e+09
247,direct,0.00321054,1.34185e+09
248,direct,0.00366354,1.34185e+09
249,direct,0.0035018,1.34185e+09
250,direct,0.0038646,1.34185e+09
242,indirect,0.00436568,1.34185e+09
243,direct,0.00384363,1.34185e+09
244,direct,0.0037407,1.34185e+09
245,direct,0.0041168,1.34185e+09
246,direct,0.00412868,1.34185e+09
247,direct,0.00420538,1.34185e+09
243,indirect,0.00477719,1.34185e+09
244,direct,0.00320422,1.34185e+09
245,direct,0.00346911,1.34185e+09
246,direct,0.00435442,1.34185e+09
247,direct,0.00418861,1.34185e+09
248,direct,0.00429898,1.34185e+09
249,direct,0.00435101,1.34185e+09
244,indirect,0.00470084,1.34185e+09
245,direct,0.00316606,1.34185e+09
246,direct,0.00423306,1.34185e+09
247,direct,0.00413067,1.34185e+09
248,direct,0.00429751,1.34185e+09
249,direct,0.0043554,1.34185e+09
245,indirect,0.0048593,1.34185e+09
246,direct,0.00385578,1.34185e+09
247,direct,0.00439197,1.34185e+09
248,direct,0.00433135,1.34185e+09
249,direct,0.00445381,1.34185e+09
250,direct,0.00430528,1.34185e+09
251,direct,0.00434869,1.34185e+09
252,direct,0.0040963,1.34185e+09
246,indirect,0.00500895,1.34185e+09
247,direct,0.00408043,1.34185e+09
247,indirect,0.00465265,1.34185e+09
248,direct,0.00316564,1.34185e+09
249,direct,0.00428195,1.34185e+09
248,indirect,0.00490447,1.34185e+09
249,direct,0.00378627,1.34185e+09
250,direct,0.00440702,1.34185e+09
249,indirect,0.00465594,1.34185e+09
250,direct,0.00353379,1.34185e+09
251,direct,0.00440317,1.34185e+09
250,indirect,0.00469897,1.34185e+09
251,direct,0.00381077,1.34185e+09
251,indirect,0.00488715,1.34185e+09
252,direct,0.00359744,1.34185e+09
252,indirect,0.00500322,1.34185e+09
253,direct,0.00408711,1.34185e+09
254,direct,0.00447008,1.34185e+09
253,indirect,0.00487104,1.34185e+09
254,direct,0.00412889,1.34185e+09
255,direct,0.0043283,1.34185e+09
256,direct,0.00411862,1.34185e+09
257,direct,0.00434906,1.34185e+09
254,indirect,0.00483159,1.34185e+09
255,direct,0.00322861,1.34185e+09
256,direct,0.00394764,1.34185e+09
257,direct,0.00419321,1.34185e+09
255,indirect,0.00450087,1.34185e+09
256,direct,0.00371966,1.34185e+09
257,direct,0.00321074,1.34185e+09
258,direct,0.00356001,1.34185e+09
259,direct,0.00357651,1.34185e+09
260,direct,0.00420826,1.34185e+09
261,direct,0.0038497,1.34185e+09
262,direct,0.00442474,1.34185e+09
263,direct,0.00429259,1.34185e+09
264,direct,0.00438744,1.34185e+09
256,indirect,0.00442784,1.34185e+09
257,indirect,0.00458487,1.34185e+09
258,direct,0.00349486,1.34185e+09
259,direct,0.00406045,1.34185e+09
260,direct,0.00395251,1.34185e+09
261,direct,0.0044527,1.34185e+09
262,direct,0.00443555,1.34185e+09
263,direct,0.00429673,1.34185e+09
258,indirect,0.00452387,1.34185e+09
259,direct,0.00408629,1.34185e+09
259,indirect,0.00493942,1.34185e+09
260,direct,0.00385831,1.34185e+09
261,direct,0.00447456,1.34185e+09
262,direct,0.00448046,1.34185e+09
260,indirect,0.00506617,1.34185e+09
261,direct,0.00381737,1.34185e+09
262,direct,0.00344091,1.34185e+09
263,direct,0.00393437,1.34185e+09
264,direct,0.00422215,1.34185e+09
261,indirect,0.00467853,1.34185e+09
262,direct,0.00353501,1.34185e+09
263,direct,0.00371767,1.34185e+09
264,direct,0.00411121,1.34185e+09
262,indirect,0.00458885,1.34185e+09
263,direct,0.00392745,1.34185e+09
264,direct,0.00415695,1.34185e+09
263,indirect,0.00460326,1.34185e+09
264,direct,0.0039845,1.34185e+09
265,direct,0.00430393,1.34185e+09
